kd_lpse,kd_agency,kd_lelang,nama_lpse,nama_agency,kd_paket,nama_paket,nama_panitia,hasil_lelang,nama_pemenang,npwp_pemenang,hps,tgl_pengumuman,nama_satker,nilai_kontrak,tanggal_kontrak,tanggal_akhir_lelang,sumber_dana,tahun_anggaran,kategori,kd_satker,pagu,kd_pemenang,kd_kabupaten,nama_kabupaten,nama_propinsi
11,544011,11297011,LPSE Kementerian Keuangan,LPSE Kementerian Keuangan Aceh,9929011,Pengadaan Permakanan Diklat Pelaut pembentukan,Ketua Panitia/Pokja ULP BP2IP Malahayati,2919648000,ABDIS GROUP,03.286.695.6-101.000,2933960000,2013-12-16,Balai Pendidikan Dan Pelatihan Ilmu Pelayaran Malahayati,"","",2014-01-13,APBN,2014,"Jasa Lainnya",1294011,3311980000,19675011,14748,Jakarta Pusat (Kota),DKI Jakarta
12,497001,3298012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3128012,REHAB BANGUNAN RUANG KERJA KASUBAG RUMAH TANGGA PIMPINAN DAN BANGUNAN PELENGKAP DILINGKUNGAN RUMAH JABATAN GUBERNUR KALIMANTAN TENGAH TAHUN 2014,P2BJ LPSE RO UMUM SETDA KALTENG TA 2014,982000000,CV. KARYA SAHABAT JAYA,02.978.062.4-711.000,1000000000,2013-12-31,Biro Umum SETDA Prov Kalteng,"","",2014-02-03,APBD,2014,"Jasa Lainnya",14012,1000000000,1041012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3273012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3107012,PERENCANAAN REHAB RUMAH JABATAN SEKRETARIS DAERAH PROVINSI KALIMANTAN TENGAH TAHUN 2014 ,P2BJ LPSE RO UMUM SETDA KALTENG TA 2014,148800000,PT. CIPTAJASA GITA PRATAMA,01.547.039.6-711.000,150000000,2013-12-24,Biro Umum SETDA Prov Kalteng,"","",2014-02-04,APBD,2014,"Jasa Konsultansi",14012,150000000,1157012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3120012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2957012,PERENCANAAN REHABILITASI FASILITAS UNIT JEMBATAN TIMBANG ANJIR SERAPAT DI KAB. KAPUAS,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,97500000,CV. HASTAREKA EKAKARSA,01.854.622.6-711.000,99000000,2013-12-30,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-31,APBN,2013,"Jasa Konsultansi",16012,99000000,1203012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3100012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2937012,PEMBANGUNAN TERMINAL ANGKUTAN PENUMPANG DI PALANGKA RAYA,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,1924810000,CV KARYA BERSAMA,01.922.198.5-711.000,1931000000,2013-12-30,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Pekerjaan Konstruksi",16012,1931000000,1643012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3119012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2956012,PERENCANAAN REHABILITASI FASILITAS UNIT JEMBATAN TIMBANG DI PASAR PANAS,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,69000000,CV. HASTAREKA EKAKARSA,01.854.622.6-711.000,70000000,2013-12-30,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-31,APBN,2014,"Jasa Konsultansi",16012,70000000,1203012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3116012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2953012,PENGAWASAN PEMBANGUNAN TERMINAL ANGKUTAN PENUMPANG DI PALANGKA RAYA,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,68000000,CV. HASTAREKA EKAKARSA,01.854.622.6-711.000,69000000,2013-12-30,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Jasa Konsultansi",16012,69000000,1203012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3306012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2931012,PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS AMPAH - MUARA TEWEH,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,4831200000,CV. PROGRESIF,01.489.497.6-711.000,4850000000,2013-12-30,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-02-28,APBN,2014,"Pekerjaan Konstruksi",16012,4850000000,1118012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3108012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2945012,PENGAWASAN PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS JALAN PALANGKA RAYA - PULANG PISAU,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,93800000,CV. ACE TAKABEYA,02.676.279.9-711.000,94500000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Jasa Konsultansi",16012,94500000,2263012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3086012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2923012,PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS BATAS KALSEL-KAPUAS,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,1920200000,CV. MORINDO MEGAH MAKMUR,02.618.521.5-711.000,1931000000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Pekerjaan Konstruksi",16012,1931000000,503012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3088012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2925012,PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS PALANGKA RAYA - KASONGAN,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,2900300000,CV. TIRTA WIDYAUTAMA,03.134.832.9-711.000,2905500000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-31,APBN,2014,"Pekerjaan Konstruksi",16012,2905500000,2380012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3111012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2948012,PENGAWASAN PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS SP RUNTU - LAMANDAU,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,93500000,ADIKON CITRABANGUN KONSULTAN,02.618.694.0-711.000,94500000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Jasa Konsultansi",16012,94500000,2536012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3109012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2946012,PENGAWASAN PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS JALAN PELANTARAN - SAMPIT,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,68000000,CV. INTRA TEHNICAL CONSULTANTS,01.576.205.7-711.000,69000000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Jasa Konsultansi",16012,69000000,2481012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3110012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2947012,PENGAWASAN PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS JALAN SP BANGKAL - ASAM BARU,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,93560000,CV. Palangka Widyajasa Konsultan,02.437.615.4-711.000,94500000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Jasa Konsultansi",16012,94500000,2169012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3105012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2942012,PENGAWASAN PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS KAPUAS - PULANG PISAU,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,67950000,CV. Unika Citra Mandiri,02.539.043.6-711.000,69000000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Jasa Konsultansi",16012,69000000,2170012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3107012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2944012,PENGAWASAN PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS SAMPIT - SP BANGKAL,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,67900000,ADIKON CITRABANGUN KONSULTAN,02.618.694.0-711.000,69000000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Jasa Konsultansi",16012,69000000,2536012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3092012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2929012,PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS SP BANGKAL - ASAM BARU,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,2889900000,DZAKI MULIA LESTARI,02.978.002.0-711.000,2905500000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Pekerjaan Konstruksi",16012,2905500000,1209012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3093012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2930012,PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS SP RUNTU - LAMANDAU,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,2897200000,CV. MORINDO MEGAH MAKMUR,02.618.521.5-711.000,2905500000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Pekerjaan Konstruksi",16012,2905500000,503012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3091012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2928012,PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS PELANTARAN - SAMPIT,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,1920300000,DZAKI MULIA LESTARI,02.978.002.0-711.000,1931000000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Pekerjaan Konstruksi",16012,1931000000,1209012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3089012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2926012,PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS SAMPIT - SP BANGKAL,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,1920400000,CV. TRIO BARU,02.618.708.8-711.000,1931000000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-31,APBN,2014,"Pekerjaan Konstruksi",16012,1931000000,1329012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3090012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2927012,PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS PALANGKA RAYA - PULANG PISAU,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,2900200000,CV. TIRTA WIDYAUTAMA,03.134.832.9-711.000,2905500000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Pekerjaan Konstruksi",16012,2905500000,2380012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3087012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2924012,PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS KAPUAS - PULANG PISAU,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,1926000000,PT. KARTA UTAMA KARYAMARGA,01.407.620.2-711.000,1931000000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Pekerjaan Konstruksi",16012,1931000000,598012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3104012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2941012,PENGAWASAN PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS BTS KALSEL - KAPUAS,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,67750000,CV. Unika Citra Mandiri,02.539.043.6-711.000,69000000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Jasa Konsultansi",16012,69000000,2170012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3106012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2943012,PENGAWASAN PENGADAAN DAN PEMASANGAN PERLENGKAPAN JALAN RUAS PALANGKA RAYA - KASONGAN,P2BJ dishubkominfo Satker Pengmenbangan LLAJ Kalteng TA 2014,92950000,CV. Palangka Widyajasa Konsultan,02.437.615.4-711.000,94500000,2013-12-20,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-27,APBN,2014,"Jasa Konsultansi",16012,94500000,2169012,14873,Palangka Raya (Kota),Kalimantan Tengah
11,502011,11243011,LPSE Kementerian Keuangan,Direktorat Jenderal Bea dan Cukai,9775011,Pengadaan Jasa Penyelenggaraan Pertukaran Data Elektronik (PDE) Kepabeanan Di Lingkungan Direktorat Jenderal Bea dan Cukai Tahun Anggaran 2014,Pokja III,98406510260,PT. EDI INDONESIA,01.743.927.4-046.000,98406510260,2013-12-12,Direktorat Informasi Kepabeanan dan Cukai,"","",2014-02-28,APBN,2014,"Jasa Lainnya",8011,117536932000,196011,14748,Jakarta Pusat (Kota),DKI Jakarta
173,5173,993173,LPSE Provinsi Sulawesi Utara,Provinsi Sulawesi Utara,884173,Pengadaan Konsumsi Makan Praja Dengan Pola Catering di Institut Pemerintahan Dalam Negeri Kampus Sulawesi Utara Tahun Anggaran 2014,IPDN SULUT,4241016000,Cv.Dinda Cipta,01.458.747.1-821.000,4413240000,2013-12-31,Institut Pemerintahan Dalam Negeri Kampus Sulawesi Utara,"","",2014-01-28,APBN,2014,"Jasa Lainnya",94173,4828980000,1003173,14914,Manado (Kota),Sulawesi Utara
11,548011,11108011,LPSE Kementerian Keuangan,LPSE Kementerian Keuangan Kalimantan Barat,9760011,Pengadaan Jasa Konsultansi Pengawasan Pembangunan Gedung Balai Diklat Keuangan Pontianak Tahun Anggaran 2014,UNIT LAYANAN PENGADAAN KALIMANTAN BARAT - BALAI DIKLAT KEUANGAN PONTIANAK,346764000,PT. BAHANA NUSANTARA,02.290.591.3-013.000,707658582,2013-12-05,Balai Diklat Keuangan Pontianak,"","",2014-01-27,APBN,2013,"Jasa Konsultansi",167011,707960000,10860011,14748,Jakarta Pusat (Kota),DKI Jakarta
13,499013,2318013,LPSE Provinsi Daerah Istimewa Yogyakarta,ULP Pemerintah Daerah Daerah Istimewa Yogyakarta,2111013,Pengawasan Teknik Rehabilitasi Jalan Pakem-Tempel dan Rekonstruksi Jalan Sedogan-Tempel,Pengawasan Teknik Rehabilitasi Jln Pakem-Tempel&Rekonstruksi Jln Sedogan Tempel,182732000,CV. CIPTA BUANA SEJATI,01.544.103.3-545.000,254090100,2013-12-03,Badan Penanggulangan Bencana Daerah (BPBD),"","",2014-01-27,APBN,2013,"Jasa Konsultansi",93013,255347620,1726013,14815,Yogyakarta (Kota),DI Yogyakarta
12,497001,3311012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3138012,Pengadaan Bagunan Ruang Baru (Membangun 3 Ruang Kelas Seluas 240 M2),P2BJ Konstruksi & Konsultansi DIKNAS TA 2014,651450000,CV. MENTENG JAYA,02.618.475.4-711.000,652950000,2013-12-31,Dinas Pendidikan Provinsi Kalteng,"","",2014-01-23,APBD,2014,"Pekerjaan Konstruksi",7001,652950000,578012,14873,Palangka Raya (Kota),Kalimantan Tengah
11,539011,11221011,LPSE Kementerian Keuangan,Kementerian Sekretariat Negara,9862011,Pengembangan Sistem Database Dukungan Kebijakan Nasional (SDDKN) Versi 2,Pengembangan Sistem Database Dukungan Kebijakan Nasional (SDDKN) Versi 2,303462500,BELANT PERSADA,02.065.118.8-429.000,364100000,2013-12-11,Kementerian Sekretariat Negara,"","",2014-02-10,APBN,2014,"Jasa Konsultansi",121011,364400000,2491011,14748,Jakarta Pusat (Kota),DKI Jakarta
12,497001,3076012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2913012,Supervisi Pengembangan Kawasan Perumahan dan Permukiman Perdesaan (Paket 1),P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,496760000,PT. CIPTAJASA GITA PRATAMA,01.547.039.6-711.000,500000000,2013-12-13,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-11,APBD,2014,"Jasa Konsultansi",12012,500000000,1157012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3240012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3071012,Penyusunan Database Perumahan dan Kawasan Permukiman di Kabupaten Seruyan Provinsi Kalimantan Tengah,P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,748330000,PT. MITRA INDAH MEMBANGUN,02.292.828.7-711.000,750000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-20,APBD,2014,"Jasa Konsultansi",12012,750000000,1191012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3238012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3069012,Penyusunan Database Perumahan dan Kawasan Permukiman di Kabupaten Katingan Provinsi Kalimantan Tengah,P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,744000000,PT. CIPTAJASA GITA PRATAMA,01.547.039.6-711.000,750000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-20,APBD,2014,"Jasa Konsultansi",12012,750000000,1157012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3239012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3070012,Penyusunan database Perumahan dan Kawasan Permukiman di Kabupaten Pulang Pisau Provinsi Kalimantan Tengah,P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,745800000,PT.TABENGAN INDAH DESIGN,02.618.309.5-711.000,750000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-20,APBD,2014,"Jasa Konsultansi",12012,750000000,1145012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3078012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2915012,Supervisi Pembangunan Sarana dan Prasarana Rumah Sederhana Sehat,P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,237300000,TRIAS POINTER,02.538.776.2-711.000,240000000,2013-12-13,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-11,APBD,2014,"Jasa Konsultansi",12012,240000000,1473012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3261012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3092012,"Peningkatan Jalan RT 02/RW XIII, Jalan Kinibalu A dan sekitarnya, Kota Palangka Raya, Provinsi Kalimantan Tengah",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,980000000,Siring Lingga Surya,03.134.691.9-711.000,1000000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,1000000000,2554012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3241012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3072012,Penyusunan Database Perumahan dan Kawasan Permukiman di Kabupaten Sukamara Provinsi Kalimantan Tengah,P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,746699000,PT. ANDAL CENDANAKA,01.489.452.1-711.000,750000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-20,APBD,2014,"Jasa Konsultansi",12012,750000000,1093012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3249012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3080012,Peningkatan Jalan Tjilik Riwut KM 13 Kota Palangkaraya (Lanjutan ),P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,492170000,CV. PODO MAKMUR,01.407.283.9-711.000,500000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,500000000,1705012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3259012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3090012,"Peningkatan Drainase Jalan Seth Adji (Lanjutan) Palangka Raya",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,2374980000,CV. SUMBER MAKMUR,02.437.824.2-711.000,2500000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,2500000000,1184012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3257012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3088012,"Peningkatan Drainase Jalan RTA Milono, Kota Palangka Raya",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,1449300000,CV. DAMAI PERSADA,02.539.089.9-711.000,1500000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-12,APBD,2014,"Pekerjaan Konstruksi",12012,1500000000,497012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3245012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3076012,"Peningkatan Jalan Desa Bunga Tanjung, Kecamatan Kapuas Kuala, Kabupaten Kapuas, Provinsi Kalimantan Tengah",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,652400000,CV. SUMBER MAKMUR,02.437.824.2-711.000,668900000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,668900000,1184012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3247012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3078012,"Peningkatan Drainase Jalan Tingang dan Sekitarnya Kota Palangka Raya, Provinsi Kalimantan Tengah (lanjutan )",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,1469900000,CV. EXCITE JAYA GROEP,02.676.194.0-711.000,1500000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,1500000000,1108012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3254012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3085012,"Peningkatan Jalan dan Drainase Jalan Tambun Raya, Kota Palangka Raya, Provinsi Kalimantan Tengah",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,727500000,CV. TIYEN TIYEN,02.978.174.7-711.000,750000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,750000000,1760012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3246012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3077012,"Peningkatan Jalan Desa Batanjung, Kecamatan Kapuas Hilir, Kabupaten Kapuas, Provinsi Kalimantan Tengah",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,294000000,CV. MULTI KAPUAS RAYA,01.407.634.3-711.000,300000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,300000000,937012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3242012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3073012,"Peningkatan Jalan Desa Ramang, Kabupaten Pulang Pisau, Provinsi Kalimantan Tengah",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,297520000,CV. MULTI KAPUAS RAYA,01.407.634.3-711.000,300000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,300000000,937012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3256012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3087012,"Peningkatan Drainase Jalan C. Bangas, Kota Palangka Raya, Provinsi Kalimantan Tengah",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,853905000,CV.SINAR FANTASI,02.618.305.3-711.000,950000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,950000000,2083012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3250012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3081012,"Peningkatan Jalan Bukit Raya dan Sekitarnya Kelurahan Palangka, Kecamatan Jekan Raya, Kota Palangka Raya, Provinsi Kalimantan Tengah",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,1470300000,CV. EXCITE JAYA GROEP,02.676.194.0-711.000,1500000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,1500000000,1108012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3244012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3075012,"Peningkatan Jalan Dan Drainase Desa Bukit Rawi, Kabupaten Pulang Pisau, Provinsi Kalimantan Tengah",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,293980000,CV.TARUNA MANDIRI BARU,02.538.962.8-711.000,300000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,300000000,2657012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3248012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3079012,"Peningkatan Jalan Betutu dan Sekitarnya, Kota Palangka Raya, Provinsi Kalimantan Tengah",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,945230000,CV. SURYA ABADI,02.539.204.4-711.000,1000000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,1000000000,1234012,14873,Palangka Raya (Kota),Kalimantan Tengah
12,497001,3243012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3074012,"Peningkatan Jalan Desa Pasanan, Kabupaten Pulang Pisau, Provinsi Kalimantan Tengah",P2BJ Bid Perumahan DPU Prov Kalteng TA 2014,582000000,CV. SUMBER MAKMUR,02.437.824.2-711.000,600000000,2013-12-23,Dinas Pekerjaan Umum Prov Kalteng,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",12012,600000000,1184012,14873,Palangka Raya (Kota),Kalimantan Tengah
